event_id,deccan_herald,firstpost,hindustan_times,india_today,indian_express,ndtv,news18,the_hindu,the_new_indian_express,the_times_of_india,theprint
EVT_00079,0,0,1,0,0,0,0,0,0,0,0
EVT_00080,0,0,0,0,0,1,0,0,0,0,0
EVT_00081,0,0,0,0,0,0,0,1,0,0,0
EVT_00082,0,0,0,0,0,0,0,0,0,1,0
EVT_00083,0,0,0,0,0,0,0,1,0,0,0
EVT_00084,0,0,0,0,0,0,0,1,0,0,0
EVT_00085,0,0,0,0,0,0,0,1,0,0,0
EVT_00086,0,1,0,0,0,0,0,0,0,0,0
EVT_00087,0,0,0,1,0,1,0,0,0,0,0
EVT_00088,0,0,1,1,0,1,0,0,0,0,0
EVT_00090,0,0,0,0,0,0,0,1,0,0,0
EVT_00091,1,0,0,0,0,0,0,0,0,0,0
EVT_00092,0,1,0,0,0,0,0,0,0,0,0
EVT_00093,0,0,0,0,0,0,0,0,0,1,0
EVT_00094,0,0,0,0,0,0,0,0,1,0,0
EVT_00095,0,0,0,0,0,1,0,0,0,0,0
EVT_00096,0,0,0,0,0,0,0,1,0,0,0
EVT_00097,0,0,1,0,0,0,0,0,0,0,0
EVT_00098,0,0,0,0,0,1,0,0,0,0,0
EVT_00099,0,0,1,0,0,0,0,0,0,0,0
EVT_00100,0,0,0,0,0,1,0,0,0,0,0
EVT_00101,0,0,1,0,0,0,0,0,0,0,0
EVT_00102,0,0,0,0,0,1,0,0,0,0,0
EVT_00103,0,0,0,0,0,0,0,1,1,0,0
EVT_00104,0,0,1,0,0,0,0,0,0,0,0
EVT_00105,0,0,1,0,0,0,0,0,0,0,0
EVT_00106,0,0,0,1,0,0,0,0,0,0,0
EVT_00107,0,0,0,0,0,0,0,0,0,1,0
EVT_00108,0,0,1,0,0,0,0,0,0,0,0
EVT_00109,0,0,0,0,0,0,0,0,0,1,0
EVT_00110,0,0,1,1,0,0,0,0,0,0,0
EVT_00112,0,0,0,0,0,1,0,1,0,0,0
EVT_00113,0,0,0,0,0,0,0,1,0,0,0
EVT_00114,0,0,0,0,0,0,0,0,1,0,0
EVT_00115,0,0,0,0,0,1,0,0,0,0,0
EVT_00116,0,0,0,0,0,1,0,0,0,0,0
EVT_00117,0,0,1,0,0,0,0,0,0,0,0
EVT_00118,0,0,0,0,0,0,1,0,0,0,0
EVT_00119,0,0,0,1,0,0,0,0,0,0,0
EVT_00120,0,0,0,0,0,1,0,0,0,0,0
EVT_00121,0,0,1,0,0,0,0,0,0,0,0
EVT_00122,0,0,0,0,0,1,0,0,0,1,0
EVT_00123,0,0,0,0,0,0,0,1,0,0,0
EVT_00124,0,0,0,0,0,0,0,1,0,0,0
EVT_00125,0,0,0,1,0,0,0,0,0,0,0
EVT_00126,0,0,0,0,0,1,0,0,0,0,0
EVT_00127,0,0,0,0,0,0,0,0,0,1,0
EVT_00128,0,0,0,0,0,0,0,1,0,0,0
EVT_00129,0,0,0,0,0,0,0,1,0,0,0
EVT_00130,0,0,0,0,0,0,0,1,0,0,0
EVT_00131,0,0,0,0,0,0,0,1,0,0,0
EVT_00132,1,0,0,0,0,0,0,0,0,0,0
EVT_00133,0,0,0,0,0,0,0,1,0,0,0
EVT_00134,0,0,0,1,0,0,0,0,0,0,0
EVT_00137,0,1,0,0,0,0,0,0,0,0,0
EVT_00138,0,0,0,0,0,0,0,0,0,1,0
EVT_00139,0,0,0,1,0,0,0,0,0,0,0
EVT_00140,0,0,0,0,0,0,0,0,0,0,1
EVT_00142,0,0,0,0,0,0,0,0,0,1,0
EVT_00144,0,1,0,0,0,0,0,0,0,0,0
EVT_00145,0,0,0,0,0,0,0,0,0,1,0
EVT_00149,0,0,0,0,0,0,0,0,0,0,1
EVT_00151,0,0,0,0,0,0,0,0,0,0,1
EVT_00152,0,0,0,0,0,0,0,0,0,0,1
EVT_00153,0,0,0,0,0,0,0,0,0,1,0
EVT_00154,0,0,0,0,0,0,0,0,0,1,0
EVT_00155,0,0,0,0,0,0,0,0,0,0,1
EVT_00156,0,0,0,0,0,0,0,0,0,1,0
EVT_00157,0,0,0,0,0,0,0,0,0,1,0
EVT_00160,0,0,0,0,0,0,0,0,0,0,1
EVT_00161,0,0,0,0,0,0,0,0,0,1,0
EVT_00163,0,1,0,0,0,0,0,0,0,0,0
EVT_00164,0,0,0,0,0,0,0,0,0,1,0
EVT_00171,0,0,0,0,0,0,1,0,0,0,0
EVT_00172,0,0,0,0,0,0,1,0,0,0,0
EVT_00173,0,0,0,0,0,0,1,0,0,0,0
EVT_00175,0,1,0,0,0,0,0,0,0,0,0
EVT_00185,0,0,0,0,1,0,0,0,0,0,0
EVT_00186,0,0,0,0,1,0,0,0,0,0,0
EVT_00187,0,0,0,0,0,0,0,0,0,0,1
EVT_00188,0,0,0,0,1,0,0,0,0,0,0
EVT_00189,0,0,0,0,1,0,0,0,0,0,0
EVT_00190,0,0,0,0,1,0,0,0,0,0,0
EVT_00191,0,0,0,0,1,0,0,0,0,0,0
EVT_00192,0,0,0,0,1,0,0,0,0,0,0
EVT_00193,0,0,0,0,1,0,0,0,0,0,0
EVT_00194,0,0,0,0,1,0,0,0,0,0,0
EVT_00195,0,0,0,0,1,0,0,0,0,0,0
EVT_00196,0,0,0,0,1,0,0,0,0,0,0
EVT_00197,0,0,0,0,1,0,0,0,0,0,0
EVT_00198,0,0,0,0,1,0,0,0,0,0,0
EVT_00199,0,0,0,0,1,0,0,0,0,0,0
EVT_00200,0,0,0,0,1,0,0,0,0,0,0
EVT_00201,0,0,0,0,1,0,0,0,0,0,0
EVT_00202,0,0,0,0,1,0,0,0,0,0,0
EVT_00203,0,0,0,0,1,0,0,0,0,0,0
EVT_00204,0,0,0,0,0,0,0,0,0,0,1
EVT_00205,0,0,0,0,0,0,0,0,0,0,1
EVT_00206,0,0,0,0,1,0,0,0,0,0,0
EVT_00207,0,0,0,0,0,0,0,0,0,0,1
EVT_00208,0,0,0,0,1,0,0,0,0,0,1
EVT_00209,0,0,0,0,1,0,0,0,0,0,0
EVT_00210,0,0,0,0,1,0,0,0,0,0,0
EVT_00211,0,0,1,0,0,0,0,0,0,1,1
EVT_00212,0,0,0,0,1,0,0,0,0,0,0
EVT_00213,0,0,1,0,1,0,0,0,0,0,0
EVT_00214,0,0,0,0,1,0,0,0,0,0,0
EVT_00215,0,0,0,0,0,0,0,0,0,0,1
EVT_00216,0,0,0,0,0,0,0,0,0,0,1
EVT_00217,0,0,0,0,1,0,0,0,0,0,0
EVT_00218,0,0,0,0,0,0,0,0,0,0,1
EVT_00219,0,0,0,0,0,0,0,0,0,0,1
EVT_00220,1,0,0,0,0,0,0,0,0,0,0
EVT_00221,0,0,0,0,1,0,0,0,0,0,0
EVT_00222,0,0,0,0,1,0,0,0,0,0,0
EVT_00223,0,0,0,0,1,0,0,0,0,0,0
EVT_00224,0,0,0,0,1,0,0,0,0,0,0
EVT_00225,0,0,0,0,1,0,0,0,0,0,0
EVT_00226,0,0,0,0,0,0,0,0,0,0,1
EVT_00227,0,0,1,0,0,0,0,0,0,0,0
EVT_00228,1,0,0,0,0,0,0,0,0,0,0
EVT_00229,0,0,0,0,1,0,0,0,0,0,0
EVT_00230,0,0,1,0,0,0,0,0,0,0,0
EVT_00231,0,0,1,0,0,0,0,0,0,0,0
EVT_00232,0,0,0,0,1,0,0,0,0,0,0
EVT_00233,0,0,0,0,0,0,0,0,0,1,0
EVT_00234,0,0,1,0,0,0,0,0,0,0,0
EVT_00235,0,0,0,0,1,0,0,0,0,0,0
EVT_00236,0,1,0,0,0,0,0,0,0,0,0
EVT_00237,0,0,0,0,0,0,0,0,0,1,0
EVT_00238,0,1,1,0,0,0,0,0,0,1,0
EVT_00239,0,0,0,0,0,0,0,0,0,1,0
EVT_00241,0,0,1,0,0,0,0,0,0,0,0
EVT_00242,0,1,1,0,0,0,0,0,0,1,0
EVT_00243,0,0,0,0,1,0,0,0,0,0,0
EVT_00244,0,1,0,1,0,0,0,0,0,0,0
EVT_00245,0,0,1,0,0,0,0,1,0,0,0
EVT_00246,0,0,1,0,0,0,0,0,0,0,0
EVT_00248,0,1,0,0,0,0,0,0,0,0,0
EVT_00249,0,0,0,0,0,0,0,0,0,1,0
EVT_00250,0,0,1,0,0,0,0,0,0,0,0
EVT_00251,0,0,1,0,0,0,0,1,0,0,0
EVT_00252,0,0,0,1,0,0,0,0,0,1,0
EVT_00253,0,0,1,0,0,0,0,0,0,0,0
EVT_00254,0,0,1,0,0,0,0,0,0,0,0
EVT_00255,0,0,0,0,0,0,0,0,0,1,0
EVT_00256,0,0,1,0,0,0,0,0,0,0,0
EVT_00257,0,0,1,0,0,0,0,0,0,1,0
EVT_00258,0,0,1,0,0,0,0,0,0,0,0
EVT_00259,0,0,1,0,0,0,0,0,0,0,0
EVT_00260,0,0,1,0,0,0,0,0,0,0,0
EVT_00261,0,0,0,0,0,0,0,0,0,1,0
EVT_00262,0,0,1,0,0,0,0,0,0,0,0
EVT_00263,0,0,1,0,0,0,0,0,0,0,0
EVT_00264,0,1,0,0,0,0,0,0,0,0,0
EVT_00265,0,0,1,0,0,0,0,0,0,0,0
EVT_00266,0,0,1,0,0,0,0,0,0,0,0
EVT_00267,0,0,1,0,0,0,0,0,0,0,0
EVT_00268,0,0,1,0,0,0,0,0,0,0,0
EVT_00269,0,0,0,0,0,0,0,0,0,1,0
EVT_00270,0,0,1,0,0,0,0,0,0,0,0
EVT_00271,0,0,0,0,0,0,0,0,0,1,0
EVT_00272,0,1,1,0,0,0,0,0,0,0,0
EVT_00273,0,0,0,0,0,0,0,0,0,1,0
EVT_00274,0,0,1,0,0,0,0,0,0,1,0
EVT_00275,0,0,1,0,0,0,0,0,0,0,0
EVT_00277,0,0,1,0,0,0,0,0,0,0,0
EVT_00278,0,0,1,0,0,0,0,0,0,0,0
EVT_00279,0,0,1,0,0,0,0,0,0,0,0
EVT_00280,0,0,1,0,0,0,0,0,0,0,0
EVT_00281,0,0,1,0,0,0,0,0,0,0,0
EVT_00283,0,0,1,0,0,0,0,0,0,0,0
EVT_00284,0,0,0,0,0,0,0,0,0,0,1
EVT_00285,0,0,1,0,0,0,0,0,0,0,0
EVT_00286,0,0,0,0,0,0,0,0,0,1,0
EVT_00287,0,0,0,0,0,0,0,0,0,1,0
EVT_00288,0,0,1,0,0,0,0,0,0,1,0
EVT_00289,0,0,1,0,0,0,0,0,0,0,0
EVT_00290,0,0,0,0,0,0,0,0,0,1,0
EVT_00291,0,0,1,0,0,0,0,0,0,0,0
EVT_00292,0,0,1,0,0,0,0,0,0,0,0
EVT_00293,0,0,1,0,0,0,0,0,0,0,0
EVT_00294,0,0,1,0,0,0,0,0,0,0,0
EVT_00295,0,0,0,0,0,0,0,0,0,1,0
EVT_00296,0,0,0,0,0,0,0,0,0,1,0
EVT_00297,0,0,1,0,0,0,0,0,0,0,0
EVT_00298,0,0,0,0,0,0,0,0,0,1,0
EVT_00299,0,0,0,0,0,0,0,1,0,0,0
EVT_00300,0,0,1,0,0,0,0,0,0,0,0
EVT_00301,0,0,0,0,0,0,0,0,0,1,0
EVT_00302,0,0,0,0,0,0,0,0,0,1,0
EVT_00303,0,0,1,0,0,0,0,0,0,0,0
EVT_00304,0,0,1,0,0,0,0,0,0,0,0
EVT_00306,0,0,1,0,0,0,0,0,0,1,0
EVT_00307,0,0,0,0,0,0,0,0,0,1,0
EVT_00308,0,1,0,0,0,0,0,0,0,1,0
EVT_00309,0,0,0,0,0,0,0,1,0,0,0
EVT_00310,0,0,0,1,0,0,0,0,0,0,0
EVT_00311,0,0,0,0,0,0,0,1,0,0,0
EVT_00312,0,0,1,0,0,0,0,0,0,0,0
EVT_00313,0,0,1,0,0,0,0,0,0,0,0
EVT_00314,0,0,0,0,0,0,0,0,0,1,0
EVT_00315,0,0,0,0,0,0,0,1,0,0,0
EVT_00316,0,0,0,0,0,0,0,1,0,0,0
EVT_00317,0,0,1,0,0,0,0,0,0,0,0
EVT_00318,0,0,0,0,0,0,0,1,0,0,0
EVT_00319,0,0,0,0,0,0,0,1,0,0,0
EVT_00321,0,0,1,0,0,0,0,0,0,0,0
EVT_00322,0,0,0,0,1,0,0,0,0,0,0
EVT_00323,0,0,1,0,0,0,0,0,0,0,0
EVT_00324,0,0,0,0,0,0,0,1,0,0,0
EVT_00325,0,0,1,0,0,0,0,0,0,1,0
EVT_00326,0,0,1,0,0,0,0,0,0,0,0
EVT_00327,0,0,0,1,0,0,0,1,0,0,0
EVT_00328,0,0,1,0,0,0,0,0,0,0,0
EVT_00329,0,0,0,0,0,0,0,1,0,0,0
EVT_00330,0,0,1,0,0,0,0,0,0,0,0
EVT_00333,0,0,0,0,0,0,0,0,0,1,0
EVT_00334,0,0,1,0,0,0,0,1,0,1,0
EVT_00335,0,0,1,0,0,0,0,1,0,1,0
EVT_00336,0,0,1,0,0,0,0,0,0,0,0
EVT_00337,0,0,0,0,0,0,0,1,0,0,0
EVT_00338,0,0,0,0,0,0,0,0,0,1,0
EVT_00339,0,0,0,0,0,0,0,0,0,1,0
EVT_00340,0,0,0,0,0,0,0,1,0,0,0
EVT_00341,0,0,0,0,0,0,0,1,0,0,0
EVT_00342,0,0,0,0,0,0,0,1,0,0,0
EVT_00343,0,0,0,0,0,0,0,0,0,1,0
EVT_00344,0,0,0,0,1,0,0,0,0,0,0
EVT_00345,0,0,0,1,0,0,0,0,0,0,0
EVT_00346,0,0,0,1,0,0,0,0,0,0,0
EVT_00347,0,0,0,1,0,0,0,1,0,0,0
EVT_00348,0,0,0,0,0,0,0,0,0,1,0
EVT_00350,0,0,1,0,0,0,0,0,0,0,0
EVT_00351,0,0,0,0,0,0,0,1,0,0,0
EVT_00352,0,0,1,0,0,0,0,0,0,0,0
EVT_00353,0,0,1,0,0,0,0,0,0,0,0
EVT_00355,0,0,1,0,0,0,0,0,0,0,0
EVT_00356,0,0,1,0,0,0,0,0,0,0,0
EVT_00357,0,0,1,0,0,0,0,0,0,0,0
EVT_00358,0,0,0,0,0,0,0,1,0,0,0
EVT_00359,0,0,1,0,0,0,0,0,0,0,0
EVT_00360,0,0,0,0,0,0,0,1,0,0,0
EVT_00361,0,0,0,1,0,0,0,0,0,0,0
EVT_00362,0,0,0,0,0,0,0,0,0,1,0
EVT_00363,0,0,0,0,0,0,0,1,0,0,0
EVT_00364,0,0,0,1,0,0,0,0,0,0,0
EVT_00365,0,0,1,0,0,0,0,0,0,0,0
EVT_00366,0,0,1,0,0,0,0,0,0,0,0
EVT_00367,0,0,0,1,0,0,0,0,0,0,0
EVT_00368,0,0,0,0,0,0,0,1,0,0,0
EVT_00369,0,0,1,0,0,0,0,0,0,0,0
EVT_00370,0,0,1,0,0,0,0,0,0,0,0
EVT_00371,0,0,0,1,0,0,0,0,0,0,0
EVT_00372,0,0,0,1,0,0,0,0,0,0,0
EVT_00373,0,0,0,0,1,0,0,0,0,0,0
EVT_00374,0,1,0,0,0,0,0,0,0,0,0
EVT_00375,0,1,0,0,0,0,0,0,0,0,0
EVT_00376,0,0,1,0,0,0,0,0,0,0,0
EVT_00377,0,0,1,0,0,0,0,0,0,0,0
EVT_00378,0,0,0,0,0,0,0,1,0,0,0
EVT_00379,0,0,0,0,0,0,0,1,0,0,0
EVT_00380,0,0,0,0,0,0,0,1,0,0,0
EVT_00382,0,0,1,0,0,0,0,0,0,0,0
EVT_00383,0,0,1,0,0,0,0,0,0,0,0
EVT_00384,0,0,0,0,0,0,0,1,0,0,0
EVT_00385,0,0,0,0,0,0,0,0,0,1,0
EVT_00386,0,0,1,0,0,0,0,0,0,0,0
EVT_00387,0,0,0,0,0,0,0,1,0,0,0
EVT_00388,1,0,0,0,0,0,0,0,0,0,0
EVT_00389,0,0,0,1,0,0,0,0,0,0,0
EVT_00390,0,1,0,0,0,0,0,0,0,0,0
EVT_00392,0,0,0,0,0,0,0,1,0,0,0
EVT_00393,0,0,0,0,0,0,0,1,0,0,0
EVT_00394,0,0,0,0,0,0,0,1,0,0,0
EVT_00395,0,0,0,0,0,0,0,0,0,1,0
EVT_00396,0,0,0,0,0,0,0,1,0,0,0
EVT_00397,0,0,0,1,0,0,0,0,0,0,0
EVT_00398,0,0,0,0,0,0,0,0,0,1,0
EVT_00399,0,0,0,0,0,0,0,1,0,0,0
EVT_00400,0,0,1,0,0,0,0,0,0,0,0
EVT_00401,0,0,0,1,0,0,0,0,0,0,0
EVT_00402,0,0,0,0,0,0,0,1,0,0,0
EVT_00403,0,0,0,0,0,0,0,1,0,0,0
EVT_00404,0,0,1,0,0,0,0,0,0,0,0
EVT_00405,0,0,1,0,0,0,0,0,0,0,0
EVT_00406,0,0,0,0,0,0,0,0,0,1,0
EVT_00407,0,0,1,0,0,0,0,0,0,0,0
EVT_00408,0,0,0,0,0,0,0,1,0,0,0
EVT_00409,0,0,0,0,0,0,0,1,0,0,0
EVT_00410,0,0,0,0,0,0,0,1,0,0,0
EVT_00411,0,0,0,0,0,0,0,1,0,0,0
EVT_00412,0,0,0,0,0,0,0,0,0,1,0
EVT_00413,0,0,0,0,0,0,0,1,0,0,0
EVT_00414,0,0,1,0,0,0,0,0,0,0,0
EVT_00415,0,0,1,0,0,0,0,0,0,0,0
EVT_00416,0,0,1,0,0,0,0,0,0,0,0
EVT_00417,1,0,0,0,0,0,0,0,0,0,0
EVT_00418,0,0,0,1,0,0,0,0,0,0,0
EVT_00419,0,0,1,0,0,0,0,0,0,0,0
EVT_00420,0,0,0,0,0,0,0,0,0,1,0
EVT_00421,0,0,0,0,0,0,0,0,0,1,0
EVT_00422,0,0,1,0,0,0,0,0,0,0,0
EVT_00423,0,0,0,0,0,0,0,0,0,1,0
EVT_00424,0,0,0,0,0,0,0,0,0,1,0
EVT_00425,0,0,0,1,0,0,0,0,0,0,0
EVT_00426,0,0,1,0,0,0,0,0,0,0,0
EVT_00427,0,0,1,0,0,0,0,0,0,0,0
EVT_00428,0,0,0,1,0,0,0,0,0,0,0
EVT_00429,0,0,0,0,0,0,0,0,0,1,0
EVT_00431,0,0,0,1,0,0,0,0,0,0,0
EVT_00432,0,0,0,1,0,0,0,0,0,0,0
EVT_00434,0,0,1,0,0,0,0,0,0,0,0
EVT_00435,0,0,1,0,0,0,0,0,0,0,0
EVT_00436,0,0,0,0,0,0,0,0,0,1,0
EVT_00437,0,0,0,0,0,0,0,1,0,0,0
EVT_00438,0,0,0,0,0,0,0,1,0,0,0
EVT_00440,0,0,0,0,0,0,0,0,0,1,0
EVT_00441,0,0,1,0,0,0,0,0,0,0,0
EVT_00442,0,0,0,0,0,0,0,1,0,0,0
EVT_00443,0,0,0,0,0,0,0,1,0,0,0
EVT_00444,0,0,0,1,0,0,0,0,0,0,0
EVT_00445,0,0,0,0,0,0,0,1,0,0,0
EVT_00446,0,0,0,0,0,0,0,1,0,0,0
EVT_00448,0,0,1,0,0,0,0,0,0,0,0
EVT_00449,0,0,1,0,0,0,0,0,0,0,0
EVT_00451,0,0,1,0,0,0,0,0,0,0,0
EVT_00452,0,0,1,0,0,0,0,0,0,0,0
EVT_00453,0,0,0,0,1,0,0,0,0,0,0
EVT_00454,0,0,0,0,1,0,0,0,0,0,0
EVT_00455,0,0,0,0,0,0,0,1,0,0,0
EVT_00456,0,0,0,0,1,0,0,0,0,0,0
EVT_00457,0,0,0,0,1,0,0,0,0,0,0
EVT_00458,0,0,0,0,0,0,0,1,0,0,0
EVT_00459,0,0,0,0,1,0,0,0,0,0,0
EVT_00460,0,0,0,0,1,0,0,0,0,0,0
EVT_00461,0,0,0,0,1,0,0,0,0,0,0
EVT_00463,0,0,0,0,1,0,0,0,0,0,0
EVT_00464,0,0,0,0,1,0,0,0,0,0,0
EVT_00465,0,0,0,0,0,0,0,1,0,0,0
EVT_00466,0,0,0,0,0,0,0,0,0,0,1
EVT_00467,0,0,0,0,1,0,0,0,0,0,0
EVT_00468,0,0,0,0,1,0,0,0,0,0,0
EVT_00469,0,0,0,0,1,0,0,0,0,0,0
EVT_00470,0,0,0,0,1,0,0,0,0,0,0
EVT_00471,0,0,0,0,1,0,0,0,0,0,0
EVT_00472,0,0,0,0,1,0,0,0,0,0,0
EVT_00473,0,0,0,0,1,0,0,0,0,0,0
EVT_00474,0,0,0,0,1,0,0,0,0,0,0
EVT_00475,0,0,0,0,0,0,0,1,0,0,0
EVT_00476,0,0,0,0,0,0,0,0,0,0,1
EVT_00477,0,0,0,0,1,0,0,0,0,0,0
EVT_00478,0,0,0,0,0,0,0,0,0,0,1
EVT_00479,0,0,0,0,1,0,0,0,0,0,0
EVT_00480,0,0,0,0,1,0,0,0,0,0,0
EVT_00481,0,0,0,0,1,0,0,0,0,0,0
EVT_00482,0,0,0,0,0,0,0,0,0,0,1
EVT_00483,0,0,0,0,0,0,0,0,0,0,1
EVT_00484,0,0,0,0,0,0,0,1,0,0,0
EVT_00485,0,0,0,0,0,0,0,1,0,0,0
EVT_00486,0,0,0,0,1,0,0,0,0,0,0
EVT_00487,0,0,0,0,1,0,0,0,0,0,0
EVT_00488,0,0,0,0,1,0,0,0,0,0,0
EVT_00489,0,0,0,0,1,0,0,0,0,0,0
EVT_00490,0,0,0,0,0,0,0,1,0,0,0
EVT_00491,0,0,0,0,0,0,0,0,0,1,0
EVT_00492,1,0,0,0,0,0,0,0,0,0,0
EVT_00493,0,0,0,0,1,0,0,1,0,0,0
EVT_00494,0,0,0,0,1,0,0,0,0,0,0
EVT_00495,0,0,0,0,0,0,0,1,0,0,0
EVT_00496,1,0,0,0,0,0,0,0,0,1,0
EVT_00497,0,0,0,0,0,0,0,0,0,0,1
EVT_00498,0,0,0,0,0,0,0,0,0,0,1
EVT_00499,0,0,0,0,1,0,0,0,0,0,0
EVT_00500,0,0,1,0,0,0,0,0,0,0,1
EVT_00501,0,0,0,0,0,0,0,0,0,1,0
EVT_00502,0,0,0,0,0,0,0,0,0,1,0
EVT_00503,0,0,1,0,0,0,0,0,0,0,0
EVT_00504,0,0,1,0,0,0,0,1,0,1,0
EVT_00505,0,0,0,0,0,0,0,0,0,1,0
EVT_00506,0,0,1,0,0,0,0,0,0,1,0
EVT_00507,0,0,1,0,0,0,0,0,0,0,0
EVT_00508,0,0,0,0,0,0,0,1,0,0,0
EVT_00509,0,0,0,0,1,0,0,0,0,0,0
EVT_00510,0,0,0,0,0,0,0,1,0,0,0
EVT_00511,0,0,1,0,0,0,0,0,0,0,0
EVT_00512,0,0,1,0,0,0,0,0,0,0,0
EVT_00513,0,0,1,0,0,0,0,0,0,0,0
EVT_00514,0,0,1,0,0,0,0,0,0,0,0
EVT_00515,0,0,0,0,0,0,0,1,0,0,0
EVT_00516,0,0,1,0,0,0,0,0,0,1,0
EVT_00517,0,0,1,0,0,0,0,0,0,0,0
EVT_00518,0,0,0,0,0,0,0,0,0,1,0
EVT_00519,0,0,1,0,0,0,0,0,0,0,0
EVT_00520,0,0,0,0,0,0,0,0,0,1,0
EVT_00521,0,0,0,0,0,0,0,1,0,0,0
EVT_00522,0,0,0,0,0,0,0,0,0,1,0
EVT_00523,0,0,0,0,0,0,0,0,0,1,0
EVT_00524,0,0,1,0,0,0,0,0,0,0,0
EVT_00525,0,0,1,0,0,0,0,0,0,0,0
EVT_00526,0,0,1,0,0,0,0,0,0,0,0
EVT_00527,0,0,0,0,0,0,0,0,0,1,0
EVT_00528,0,0,1,0,0,0,0,0,0,0,0
EVT_00529,0,0,0,0,0,0,0,0,0,1,0
EVT_00530,0,0,1,0,0,0,0,0,0,0,0
EVT_00531,0,0,0,0,0,0,0,1,0,0,0
EVT_00532,0,0,0,0,0,0,0,0,0,1,0
EVT_00533,0,0,0,0,0,0,0,0,0,1,0
EVT_00534,0,0,0,0,0,0,0,1,0,1,1
EVT_00535,0,0,1,0,0,0,0,0,0,0,0
